distancia_atual;distancia_anterior;temperatura;umidade;vento;insolacao;evaporacao;chuva;datahora
114.00;227.00;24.90;53.90;7.10;1.50;0.20;25.90;20/10/2023 17:16
262.00;114.00;33.00;73.90;3.60;4.70;2.80;2.70;29/12/2020 06:07
183.00;262.00;20.10;89.80;6.40;0.30;1.90;40.90;10/12/2024 00:17
128.00;183.00;30.90;91.60;14.50;0.30;0.50;56.20;02/01/2021 15:04
214.00;128.00;26.40;84.50;3.20;4.90;2.20;6.90;04/09/2022 09:59
206.00;214.00;22.10;53.50;4.50;1.20;0.20;14.60;17/10/2023 02:52
116.00;206.00;23.40;84.60;8.40;2.80;1.30;18.60;22/04/2022 13:43
64.00;116.00;33.20;55.30;3.70;3.60;1.70;9.90;10/04/2022 03:49
59.00;64.00;28.20;69.30;8.10;1.40;0.10;33.80;11/11/2022 19:47
136.00;59.00;23.60;54.90;10.00;0.50;0.40;135.30;27/08/2024 20:34
106.00;136.00;24.70;61.90;2.40;2.60;2.00;7.40;31/03/2022 03:21
240.00;106.00;22.90;33.50;2.50;5.50;1.80;9.20;03/11/2021 17:25
179.00;240.00;34.40;54.00;1.60;8.40;4.30;0.00;13/06/2023 05:36
187.00;179.00;31.80;61.80;2.10;3.70;2.70;4.60;29/05/2020 23:27
137.00;187.00;32.50;59.50;2.20;4.40;2.10;3.70;16/12/2022 08:46
248.00;137.00;24.70;55.80;3.50;2.20;2.20;5.00;21/04/2022 11:11
147.00;248.00;22.80;50.00;0.50;11.50;6.70;0.00;05/12/2020 04:20
218.00;147.00;25.10;42.00;1.10;6.80;3.80;1.50;11/01/2024 02:32
259.00;218.00;15.60;71.80;13.30;0.60;0.90;80.60;18/08/2023 01:16
215.00;259.00;24.90;72.00;2.50;9.00;2.90;0.90;14/09/2020 02:49
145.00;215.00;17.70;39.70;5.60;0.20;1.00;10.00;22/07/2023 14:03
173.00;145.00;27.90;81.10;1.60;11.50;5.50;0.00;19/01/2020 03:35
105.00;173.00;29.20;62.90;3.30;3.60;1.70;6.90;18/01/2023 03:08
128.00;105.00;28.70;39.20;1.30;10.30;4.60;0.00;27/09/2022 00:35
55.00;128.00;34.70;33.70;1.40;9.00;6.90;0.00;27/12/2022 04:37
267.00;55.00;19.70;90.60;1.70;11.10;6.60;0.00;01/01/2025 15:09
111.00;267.00;25.60;66.50;8.80;0.10;0.50;45.40;06/11/2020 04:39
181.00;111.00;17.90;44.60;1.70;9.10;4.70;0.00;25/05/2021 20:24
230.00;181.00;34.90;65.90;2.30;5.60;1.20;4.00;06/01/2022 08:23
266.00;230.00;29.20;32.10;1.60;6.60;2.80;0.70;12/12/2023 19:03
193.00;266.00;33.00;87.50;4.40;0.60;1.50;28.10;03/04/2020 18:53
180.00;193.00;25.40;66.90;3.90;3.60;1.40;8.20;23/09/2022 12:25
268.00;180.00;28.70;48.10;11.80;0.00;0.20;112.50;30/03/2022 01:32
124.00;268.00;32.50;39.90;19.80;0.70;0.70;111.00;13/12/2020 15:58
79.00;124.00;22.10;53.40;12.60;0.90;0.40;121.20;13/03/2022 14:13
245.00;79.00;16.80;56.20;2.30;4.20;2.20;8.60;06/09/2022 22:20
265.00;245.00;29.00;41.30;2.70;2.30;2.80;7.50;09/09/2023 07:30
102.00;265.00;27.60;43.30;2.80;9.30;4.00;1.60;10/05/2020 09:45
164.00;102.00;26.30;71.30;15.30;0.10;0.50;51.30;18/07/2020 16:49
111.00;164.00;34.30;70.60;14.20;0.30;0.30;118.30;10/03/2024 15:53
88.00;111.00;22.50;76.60;4.00;1.40;0.80;39.10;26/11/2024 21:59
52.00;88.00;18.20;41.80;6.70;2.50;0.40;34.30;07/04/2021 05:08
237.00;52.00;26.30;76.70;3.10;5.40;1.10;7.70;02/02/2024 19:58
198.00;237.00;27.90;43.40;3.00;4.10;1.50;3.80;14/03/2022 09:59
192.00;198.00;31.00;54.70;2.50;2.80;1.90;5.90;04/06/2024 14:42
119.00;192.00;19.10;57.00;2.60;9.40;4.50;0.90;17/09/2023 23:32
166.00;119.00;17.50;64.10;13.50;0.00;0.50;112.30;28/12/2023 05:00
200.00;166.00;25.10;59.20;2.00;4.60;2.80;8.20;17/05/2022 05:21
256.00;200.00;26.00;71.20;0.90;8.00;4.10;0.00;25/11/2024 15:11
66.00;256.00;15.60;92.50;2.90;7.40;4.70;0.30;20/11/2021 14:10
98.00;66.00;16.20;34.40;4.90;0.80;1.20;19.80;20/02/2020 01:06
55.00;98.00;34.30;74.30;3.20;2.00;2.80;5.20;19/09/2021 16:13
266.00;55.00;24.20;72.30;2.20;9.90;4.90;0.20;26/11/2022 03:58
112.00;266.00;25.90;79.00;2.40;3.80;2.10;3.10;26/12/2021 20:36
258.00;112.00;33.40;82.70;17.90;0.00;0.00;85.50;19/07/2020 00:21
73.00;258.00;20.20;69.40;1.10;10.40;4.00;0.00;29/04/2021 22:29
103.00;73.00;17.20;51.40;0.90;11.60;5.40;0.00;20/12/2022 00:04
180.00;103.00;27.50;51.00;0.90;9.20;6.90;0.00;14/02/2020 07:19
178.00;180.00;30.20;39.00;1.80;8.10;4.00;0.00;17/12/2020 05:44
260.00;178.00;20.10;88.30;2.00;8.50;3.80;0.70;13/02/2020 19:56
71.00;260.00;30.50;74.60;18.70;0.30;0.10;51.30;08/01/2023 12:54
212.00;71.00;34.00;58.90;14.60;0.50;0.70;57.90;12/11/2020 23:21
205.00;212.00;32.00;38.10;2.20;2.90;1.00;3.60;07/04/2022 21:46
77.00;205.00;27.30;45.20;2.10;4.70;2.40;5.20;09/06/2022 04:58
136.00;77.00;29.40;54.40;1.70;9.80;6.90;0.00;26/07/2024 20:16
67.00;136.00;29.80;74.70;1.40;9.40;5.70;0.00;25/09/2020 18:05
141.00;67.00;27.60;31.40;2.90;7.90;3.70;1.70;26/03/2025 07:12
156.00;141.00;30.10;63.80;8.40;1.20;1.90;20.30;28/02/2022 19:01
288.00;156.00;16.70;47.40;8.80;0.10;0.50;51.00;17/06/2022 17:45
234.00;288.00;23.60;92.70;2.90;5.60;2.60;9.10;06/01/2023 12:41
198.00;234.00;25.90;64.10;1.10;10.30;5.00;0.00;18/03/2020 20:03
211.00;198.00;32.20;43.50;3.10;4.00;1.00;3.90;30/08/2021 18:22
234.00;211.00;17.60;35.80;18.60;0.00;0.70;120.30;27/05/2024 03:37
117.00;234.00;32.00;67.80;0.70;8.20;5.20;0.00;14/05/2022 11:29
224.00;117.00;18.10;57.40;2.00;9.10;2.30;1.10;24/01/2020 04:26
168.00;224.00;29.10;88.90;12.10;0.30;0.90;109.50;17/02/2025 02:05
264.00;168.00;18.00;73.80;3.50;5.00;1.20;9.10;18/03/2024 09:14
95.00;264.00;20.70;31.20;9.10;2.10;0.80;23.00;29/07/2020 02:08
216.00;95.00;27.60;52.70;3.90;3.60;1.10;2.40;11/04/2021 10:13
278.00;216.00;32.60;71.70;2.20;8.40;3.50;0.40;29/09/2020 07:17
145.00;278.00;21.90;89.00;4.20;0.90;1.60;19.50;02/02/2021 12:32
93.00;145.00;22.20;58.30;1.50;8.90;4.70;0.60;11/08/2023 09:04
113.00;93.00;20.60;51.90;1.40;9.10;5.70;0.00;31/08/2022 09:10
140.00;113.00;31.20;33.80;11.70;0.90;0.20;62.10;30/10/2022 15:04
229.00;140.00;30.20;64.90;3.80;4.70;2.70;9.80;03/10/2024 23:16
107.00;229.00;15.80;49.50;1.20;7.00;2.30;1.50;01/02/2022 13:27
107.00;107.00;34.90;30.80;1.90;9.60;4.00;0.00;01/04/2024 05:49
165.00;107.00;30.20;48.70;2.60;7.30;2.30;1.20;13/03/2021 17:37
78.00;165.00;17.60;90.70;4.60;2.80;1.40;11.20;26/12/2021 01:25
203.00;78.00;34.50;78.40;1.70;10.90;5.90;0.00;14/07/2020 23:12
146.00;203.00;22.00;60.60;1.50;9.90;3.00;0.10;26/02/2022 00:04
247.00;146.00;15.40;51.40;2.70;8.50;2.20;0.90;25/05/2021 22:24
163.00;247.00;24.60;47.30;1.40;11.70;5.50;0.00;12/02/2023 21:11
230.00;163.00;29.20;38.70;2.40;2.70;1.60;4.50;01/07/2021 16:07
195.00;230.00;31.20;69.50;1.60;6.80;3.00;1.50;01/06/2022 02:41
248.00;195.00;30.10;68.70;1.00;11.40;6.10;0.00;01/02/2024 20:05
51.00;248.00;28.40;54.50;2.90;4.10;2.20;5.60;25/10/2024 21:26
224.00;51.00;27.00;88.60;3.70;2.10;1.80;2.40;24/11/2022 20:33
211.00;224.00;22.00;33.20;1.50;6.30;4.60;0.20;12/01/2022 05:31
55.00;211.00;26.80;57.00;10.30;0.80;0.30;59.60;23/05/2022 07:45
292.00;55.00;17.90;92.60;11.30;0.70;0.80;98.70;07/07/2021 10:53
157.00;292.00;20.40;71.70;9.90;0.80;0.90;32.30;27/01/2023 22:07
167.00;157.00;22.00;36.50;1.60;7.20;4.30;0.20;13/08/2024 21:32
110.00;167.00;33.20;59.90;13.60;0.40;0.30;84.90;13/07/2020 09:55
255.00;110.00;31.60;70.30;0.80;8.70;6.30;0.00;24/05/2021 14:32
115.00;255.00;33.10;41.00;12.10;0.80;0.70;63.50;04/03/2025 16:35
83.00;115.00;20.50;91.90;3.10;5.10;1.40;8.40;17/12/2020 06:57
257.00;83.00;18.60;58.90;1.10;10.90;6.10;0.00;23/01/2022 06:25
277.00;257.00;32.90;32.80;6.20;0.20;1.90;31.50;13/04/2023 01:42
248.00;277.00;15.00;37.40;1.10;9.40;4.50;0.00;19/11/2020 13:33
171.00;248.00;33.20;93.00;2.90;7.40;2.20;0.40;21/06/2023 08:19
171.00;171.00;20.40;89.60;12.60;0.70;0.00;123.00;19/04/2020 09:18
284.00;171.00;25.30;52.50;12.60;0.10;0.20;85.70;11/01/2021 01:07
204.00;284.00;22.40;76.90;1.30;9.60;5.10;0.00;01/12/2024 23:02
50.00;204.00;31.70;89.70;9.10;2.50;1.10;43.10;26/09/2021 14:08
198.00;50.00;20.40;52.60;1.40;6.20;3.30;1.10;20/08/2022 15:30
274.00;198.00;29.20;38.30;1.10;11.80;6.60;0.00;12/08/2020 15:52
284.00;274.00;29.90;50.30;1.30;6.90;4.40;0.40;21/06/2021 06:42
218.00;284.00;19.60;44.30;1.40;9.00;5.80;0.00;07/09/2021 19:47
154.00;218.00;32.80;81.20;1.80;9.80;4.80;0.00;16/08/2023 14:05
110.00;154.00;16.50;33.00;8.70;0.60;1.60;26.80;01/04/2020 13:18
82.00;110.00;30.10;44.00;4.50;0.80;0.20;24.30;12/08/2023 09:02
113.00;82.00;31.90;53.90;3.30;2.70;1.20;2.00;16/04/2024 23:36
160.00;113.00;30.50;44.80;10.50;0.00;0.70;93.10;29/03/2022 06:22
111.00;160.00;33.40;59.50;1.10;8.00;3.30;0.30;12/06/2022 22:30
134.00;111.00;23.10;39.60;1.70;6.10;3.30;0.60;04/02/2020 20:17
117.00;134.00;17.30;43.00;3.10;2.10;1.60;3.70;29/01/2020 23:46
230.00;117.00;17.20;63.90;18.00;0.70;0.90;132.60;28/09/2022 13:13
278.00;230.00;27.50;38.60;2.40;9.70;2.00;1.40;20/01/2024 09:05
105.00;278.00;28.20;66.10;2.00;2.10;1.30;7.50;10/10/2020 05:47
76.00;105.00;26.90;34.80;1.60;10.40;4.90;0.00;21/12/2023 02:52
206.00;76.00;25.40;63.00;19.60;0.50;0.00;118.20;07/12/2022 04:22
182.00;206.00;31.20;71.50;3.60;5.40;2.60;5.40;27/05/2020 07:34
279.00;182.00;23.10;47.30;13.60;0.00;0.20;135.90;04/12/2023 13:10
288.00;279.00;28.40;32.80;6.00;0.20;0.70;31.40;21/11/2024 05:23
134.00;288.00;20.10;81.30;1.80;9.80;5.40;0.00;18/09/2021 08:44
173.00;134.00;33.80;76.30;1.00;9.30;4.30;1.70;21/06/2022 20:21
115.00;173.00;30.20;89.40;2.40;4.00;1.60;2.20;16/07/2023 23:29
162.00;115.00;31.20;42.80;8.20;2.80;0.10;26.40;03/06/2022 12:40
250.00;162.00;16.40;80.70;1.80;10.30;4.30;0.00;14/11/2022 02:47
200.00;250.00;30.20;35.00;1.60;8.10;4.70;0.00;26/06/2023 09:15
223.00;200.00;27.00;75.50;3.60;4.30;2.50;6.10;07/08/2023 07:05
140.00;223.00;34.40;55.20;10.50;0.70;0.90;112.20;07/10/2024 22:50
188.00;140.00;28.90;53.90;6.10;0.00;0.50;14.50;12/10/2023 07:40
51.00;188.00;19.00;30.80;2.60;3.80;1.70;2.90;18/05/2022 14:19
218.00;51.00;18.60;33.20;11.60;0.10;0.70;119.10;13/10/2020 20:06
92.00;218.00;15.00;61.60;6.30;1.50;0.90;21.60;01/03/2024 20:15
113.00;92.00;28.40;79.30;11.60;0.20;0.70;143.50;12/06/2023 06:18
59.00;113.00;20.10;52.60;1.90;8.20;6.00;0.00;02/05/2021 14:33
89.00;59.00;21.20;80.40;17.30;0.20;0.40;93.40;22/08/2020 07:39
267.00;89.00;30.30;85.30;3.30;5.10;1.00;7.20;08/04/2021 20:21
103.00;267.00;32.60;71.70;2.50;5.50;2.00;4.90;07/03/2020 00:05
206.00;103.00;22.70;33.90;16.50;0.40;0.90;86.60;03/09/2022 10:05
118.00;206.00;25.40;66.60;1.50;8.90;5.70;0.00;11/06/2024 14:54
254.00;118.00;25.20;80.60;5.10;0.50;1.50;13.70;26/05/2020 13:12
171.00;254.00;22.40;62.50;1.80;6.90;3.00;1.80;15/11/2023 16:40
86.00;171.00;34.60;44.60;1.40;9.10;6.30;0.00;18/09/2024 08:34
274.00;86.00;26.40;32.20;1.90;8.10;5.00;0.00;18/08/2023 05:13
294.00;274.00;15.30;71.50;2.70;9.60;3.60;1.00;08/05/2023 21:43
241.00;294.00;22.50;55.20;0.70;8.70;4.10;0.00;14/09/2020 07:26
239.00;241.00;19.00;61.70;11.50;0.20;0.70;92.70;01/10/2023 10:23
160.00;239.00;32.20;64.00;8.70;1.00;0.70;31.90;20/02/2021 06:49
230.00;160.00;27.00;35.60;14.70;0.70;0.70;78.40;16/05/2020 21:11
173.00;230.00;20.50;90.50;2.50;5.10;1.50;6.10;02/09/2022 01:45
115.00;173.00;27.90;44.80;5.30;1.40;1.30;26.90;23/01/2020 04:31
75.00;115.00;33.50;39.30;1.40;6.00;4.40;1.70;16/11/2020 09:36
116.00;75.00;34.30;76.00;1.30;9.90;4.50;0.00;25/07/2023 15:09
151.00;116.00;32.00;30.00;0.90;8.30;5.20;0.00;17/11/2021 19:11
224.00;151.00;28.60;44.00;1.50;9.00;5.90;0.00;04/01/2022 19:53
139.00;224.00;17.90;68.80;2.30;2.00;1.60;3.80;15/03/2025 09:00
102.00;139.00;26.00;90.00;1.70;10.50;4.40;0.00;19/08/2020 13:15
208.00;102.00;24.70;73.60;3.50;2.70;2.50;2.20;27/06/2024 10:29
51.00;208.00;34.00;64.10;1.60;8.40;6.70;0.00;14/03/2021 09:10
252.00;51.00;19.10;51.50;2.00;5.00;2.80;2.40;07/02/2021 01:08
58.00;252.00;28.20;89.50;2.30;8.30;4.50;0.80;05/06/2020 01:53
263.00;58.00;33.20;69.00;0.70;10.50;4.20;0.00;22/12/2023 05:55
60.00;263.00;24.60;75.10;9.90;0.10;0.90;16.30;27/11/2021 20:27
268.00;60.00;17.80;48.40;1.50;7.40;2.90;0.70;22/07/2022 14:10
68.00;268.00;27.30;61.60;5.60;1.70;1.40;19.60;06/05/2022 02:15
100.00;68.00;20.00;84.80;0.60;11.60;4.80;0.00;15/08/2022 09:22
161.00;100.00;34.60;54.80;1.10;8.90;6.60;0.00;04/04/2025 11:25
104.00;161.00;23.60;63.20;1.30;10.90;4.30;0.00;31/03/2025 20:24
279.00;104.00;29.90;38.80;7.90;2.60;1.30;49.30;13/01/2025 03:05
55.00;279.00;18.80;34.10;1.90;7.00;2.40;1.90;20/02/2024 01:41
125.00;55.00;30.60;46.30;2.20;3.50;2.40;6.80;17/12/2020 14:17
85.00;125.00;19.80;75.10;1.30;6.00;3.40;0.80;13/05/2024 08:17
113.00;85.00;22.40;32.50;4.70;0.00;0.50;11.20;05/04/2025 06:48
255.00;113.00;16.60;69.50;3.90;2.90;1.70;6.60;07/05/2020 11:40
183.00;255.00;23.50;60.20;5.90;1.20;0.20;42.10;20/05/2022 12:21
68.00;183.00;31.30;50.50;1.00;10.80;5.10;0.00;03/12/2022 15:00
134.00;68.00;29.30;39.50;2.50;7.50;3.20;0.40;12/02/2022 21:52
263.00;134.00;29.00;77.90;3.00;2.40;2.90;7.20;18/06/2020 05:23
80.00;263.00;25.10;31.70;3.10;3.80;2.80;9.00;08/04/2020 03:11
89.00;80.00;17.20;56.80;3.30;4.30;2.40;5.80;28/12/2024 22:27
159.00;89.00;31.60;49.90;1.60;8.10;2.50;0.80;27/03/2025 10:19
204.00;159.00;26.00;72.80;2.30;6.10;3.30;0.20;09/06/2021 05:05
134.00;204.00;28.20;70.80;8.00;2.90;0.60;12.00;11/09/2021 22:33
100.00;134.00;20.00;38.70;2.00;5.90;2.40;4.70;01/07/2023 02:19
294.00;100.00;28.30;91.10;1.40;8.30;4.50;0.00;07/12/2020 19:15
152.00;294.00;27.70;47.70;1.90;11.80;4.60;0.00;30/12/2024 04:35
281.00;152.00;16.70;92.80;2.00;8.10;3.50;0.60;18/03/2024 04:52
133.00;281.00;25.60;77.10;3.90;2.40;2.40;5.00;09/05/2023 14:14
180.00;133.00;33.60;81.80;18.30;0.60;0.40;70.90;21/02/2024 19:33
102.00;180.00;24.60;30.00;6.20;0.20;0.90;22.70;12/05/2020 10:00
269.00;102.00;32.90;59.20;3.80;2.20;2.40;6.30;27/03/2020 02:08
261.00;269.00;25.20;38.10;3.60;5.60;2.80;2.80;10/06/2022 03:42
185.00;261.00;26.00;87.30;4.90;1.50;0.20;23.70;18/01/2024 06:20
136.00;185.00;18.50;59.40;6.30;1.60;0.80;22.00;16/02/2020 16:32
269.00;136.00;31.60;80.10;6.60;2.20;1.50;44.00;28/01/2023 20:53
60.00;269.00;29.20;54.50;11.60;0.30;0.00;50.30;31/01/2020 10:04
54.00;60.00;17.60;50.40;3.60;3.00;1.60;8.10;26/04/2022 23:17
128.00;54.00;33.00;68.00;3.60;5.40;1.70;8.50;29/08/2020 14:05
86.00;128.00;27.20;91.00;2.70;9.40;4.70;1.20;05/01/2023 21:34
82.00;86.00;28.80;92.50;0.60;10.60;4.10;0.00;05/08/2021 17:37
91.00;82.00;18.10;43.30;1.10;9.60;5.20;0.00;21/07/2021 06:02
102.00;91.00;31.70;36.20;9.60;0.40;0.30;35.90;04/05/2024 20:47
104.00;102.00;20.00;51.00;2.80;5.60;2.40;7.60;04/09/2021 02:26
58.00;104.00;22.90;72.90;2.30;6.70;4.90;0.40;25/08/2022 19:06
267.00;58.00;20.00;35.80;10.90;0.30;0.00;133.20;29/11/2022 08:01
109.00;267.00;24.90;85.10;3.80;5.70;1.40;3.40;10/04/2023 11:44
186.00;109.00;28.10;90.20;2.60;4.40;1.60;8.10;02/01/2025 22:16
70.00;186.00;21.20;79.70;2.60;8.70;4.30;1.00;07/07/2024 19:49
123.00;70.00;17.50;73.10;10.70;0.10;0.70;105.10;28/08/2020 22:05
290.00;123.00;34.70;78.60;7.40;1.00;1.80;16.90;06/03/2024 16:31
181.00;290.00;20.00;39.60;3.50;5.00;1.80;9.80;22/02/2020 03:12
190.00;181.00;20.80;70.00;10.70;0.60;0.30;89.60;30/09/2024 06:50
299.00;190.00;28.10;75.30;8.80;0.60;0.10;45.00;04/11/2022 11:37
181.00;299.00;30.00;65.20;2.00;7.00;2.90;0.80;01/11/2024 13:04
245.00;181.00;15.10;87.60;4.90;1.10;1.30;33.30;28/10/2023 20:02
223.00;245.00;15.00;47.00;8.20;0.90;0.00;43.60;15/09/2022 01:56
172.00;223.00;18.70;84.20;2.60;4.50;1.50;6.80;26/03/2021 05:24
68.00;172.00;22.40;44.70;2.90;7.50;2.80;0.90;01/06/2023 03:53
239.00;68.00;19.70;92.50;11.30;0.30;0.20;128.10;05/04/2020 18:42
225.00;239.00;19.40;88.20;1.70;11.00;4.20;0.00;14/02/2023 10:26
264.00;225.00;31.30;43.60;2.30;6.60;3.20;0.50;30/09/2020 05:03
234.00;264.00;17.10;45.20;2.00;8.70;4.30;1.20;29/01/2021 02:51
56.00;234.00;23.40;69.10;2.10;8.60;3.20;0.50;05/07/2021 13:42
125.00;56.00;28.40;89.30;11.10;0.00;0.00;119.30;11/09/2020 08:16
99.00;125.00;34.60;66.90;0.60;8.90;4.20;0.00;01/06/2024 22:14
186.00;99.00;26.60;57.90;2.80;8.90;2.50;0.30;01/03/2020 07:56
222.00;186.00;16.20;46.80;3.50;3.80;1.00;6.80;03/01/2020 17:49
95.00;222.00;25.40;66.30;1.50;7.70;2.00;1.10;06/05/2023 11:28
134.00;95.00;16.60;93.20;1.60;10.70;4.10;0.00;16/06/2023 20:55
93.00;134.00;25.50;79.60;8.30;2.70;1.30;18.50;21/01/2024 02:59
282.00;93.00;15.20;39.60;1.30;9.70;2.60;1.00;13/03/2022 20:28
185.00;282.00;18.30;59.20;3.10;2.40;1.20;2.80;23/02/2025 14:50
178.00;185.00;15.80;62.70;13.30;0.40;0.80;135.20;26/12/2022 02:48
90.00;178.00;30.50;76.80;2.10;3.60;1.60;2.70;03/09/2022 11:44
296.00;90.00;22.30;80.50;14.70;0.30;0.00;71.40;03/01/2020 22:58
125.00;296.00;33.20;82.20;1.10;11.50;6.60;0.00;26/07/2020 11:04
93.00;125.00;28.90;78.40;8.00;0.20;0.10;92.50;01/10/2021 04:39
52.00;93.00;33.70;87.90;7.40;1.30;1.30;19.50;26/01/2020 21:04
193.00;52.00;18.10;69.00;1.20;11.10;4.30;0.00;28/07/2022 02:16
160.00;193.00;17.80;83.10;5.20;2.00;1.40;19.50;02/08/2021 22:41
137.00;160.00;15.20;51.20;5.90;0.50;0.90;49.40;15/04/2021 06:22
238.00;137.00;21.10;70.90;1.70;8.20;5.80;0.00;07/06/2022 14:42
249.00;238.00;20.20;47.80;2.70;9.80;3.40;1.60;12/06/2022 17:54
271.00;249.00;31.20;93.50;2.00;2.00;2.50;7.70;06/08/2023 17:20
102.00;271.00;34.00;74.50;1.50;11.00;5.60;0.00;07/08/2020 17:12
177.00;102.00;24.70;39.30;5.50;2.00;1.60;23.30;21/06/2023 22:13
290.00;177.00;26.30;53.50;7.00;2.30;1.70;34.60;17/10/2021 13:35
210.00;290.00;32.70;53.90;3.70;5.60;2.20;4.50;03/04/2024 02:59
194.00;210.00;26.00;62.50;1.20;8.30;3.80;1.40;12/11/2020 04:35
166.00;194.00;27.40;36.70;2.10;5.70;2.90;7.80;19/11/2021 10:22
67.00;166.00;24.40;39.00;19.60;0.60;0.90;73.50;01/05/2023 13:13
158.00;67.00;28.20;85.10;6.00;0.40;0.50;48.20;10/11/2023 20:06
264.00;158.00;15.70;80.70;12.70;0.10;0.40;139.60;20/05/2022 09:17
250.00;264.00;25.10;71.40;6.00;0.00;1.60;33.90;26/06/2024 20:34
252.00;250.00;21.50;70.10;18.80;0.00;0.00;63.20;02/08/2022 20:03
269.00;252.00;15.40;72.40;17.30;0.10;0.40;67.80;01/05/2021 07:20
139.00;269.00;25.60;48.90;2.00;6.50;2.90;0.60;11/06/2024 07:09
278.00;139.00;27.60;67.90;6.20;1.40;0.30;33.00;29/07/2020 09:43
276.00;278.00;19.70;32.90;8.20;2.30;0.00;32.50;21/11/2024 10:44
184.00;276.00;28.60;76.10;1.40;9.90;2.40;1.90;24/12/2021 02:54
192.00;184.00;23.00;88.70;1.20;9.10;2.40;0.50;26/02/2020 04:35
190.00;192.00;20.40;91.80;2.60;4.50;1.40;4.30;18/08/2023 09:47
56.00;190.00;27.10;32.40;1.40;6.90;3.10;0.20;05/05/2024 17:55
129.00;56.00;18.10;56.30;2.80;6.40;2.90;0.90;04/02/2022 05:57
96.00;129.00;17.70;74.10;5.00;0.80;0.60;23.10;18/06/2022 05:08
188.00;96.00;17.30;61.70;17.60;0.30;0.10;128.60;17/05/2021 03:17
277.00;188.00;31.20;45.10;14.70;0.50;0.10;120.90;09/10/2023 20:45
204.00;277.00;24.80;49.40;2.70;8.40;3.70;0.20;09/10/2022 09:25
158.00;204.00;18.60;66.80;2.90;6.10;2.70;1.00;01/02/2023 20:02
98.00;158.00;33.20;37.20;1.50;10.20;5.20;0.00;11/10/2021 21:34
65.00;98.00;34.20;31.10;7.60;1.30;1.60;37.70;08/03/2021 05:36
205.00;65.00;16.50;62.50;3.50;2.10;2.40;5.20;27/09/2020 11:47
190.00;205.00;29.10;54.70;0.60;9.90;5.10;0.00;25/07/2024 11:45
289.00;190.00;18.30;86.10;2.10;5.00;1.90;5.00;27/11/2020 08:12
154.00;289.00;23.30;87.90;18.70;0.30;0.70;98.70;03/06/2021 08:52
170.00;154.00;28.60;57.70;1.70;8.80;4.00;0.00;29/08/2020 18:57
202.00;170.00;28.20;42.80;13.80;0.60;0.90;105.60;15/03/2023 01:19
246.00;202.00;34.50;87.50;15.40;0.80;0.30;146.90;26/08/2020 17:10
287.00;246.00;20.10;30.30;3.00;2.40;1.40;7.10;30/04/2020 14:21
98.00;287.00;30.40;58.50;9.00;0.40;0.90;127.60;11/07/2024 22:55
232.00;98.00;22.30;69.50;1.70;9.70;2.10;0.10;10/09/2021 14:01
180.00;232.00;33.40;34.30;0.60;8.80;5.40;0.00;09/08/2021 15:37
52.00;180.00;23.40;42.60;15.80;0.40;0.40;106.70;17/01/2022 13:17
101.00;52.00;16.50;61.20;1.20;8.30;2.00;0.70;14/12/2022 22:19
158.00;101.00;17.50;85.30;1.10;10.20;5.50;0.00;28/09/2024 07:26
291.00;158.00;20.40;68.70;10.90;0.30;0.20;142.20;21/05/2020 00:02
197.00;291.00;30.80;92.40;2.70;7.60;2.70;0.40;17/04/2020 00:03
177.00;197.00;20.40;33.80;2.20;4.10;2.90;3.40;30/09/2020 08:26
258.00;177.00;33.00;78.20;1.60;8.70;4.10;0.00;30/12/2024 03:20
282.00;258.00;29.80;71.30;19.50;0.50;0.70;101.40;10/07/2022 05:50
213.00;282.00;17.80;81.60;2.90;7.90;4.70;0.30;03/03/2020 00:39
253.00;213.00;32.10;63.50;8.50;2.00;1.80;29.20;30/09/2024 15:44
204.00;253.00;18.30;36.50;2.40;3.60;2.40;6.30;15/02/2024 12:13
232.00;204.00;29.40;30.50;3.30;5.80;2.60;9.20;11/01/2020 23:25
269.00;232.00;32.80;77.40;9.60;0.10;0.20;130.10;03/09/2023 20:38
299.00;269.00;29.70;68.80;19.40;0.60;0.60;144.20;16/01/2024 10:05
121.00;299.00;17.10;85.50;3.10;4.00;1.50;6.90;20/04/2021 23:38
56.00;121.00;20.70;66.70;9.40;0.90;0.60;51.10;04/02/2025 15:52
181.00;56.00;30.10;74.40;2.00;6.30;3.10;1.50;04/01/2021 12:32
135.00;181.00;17.90;50.50;1.50;11.80;6.00;0.00;14/07/2024 14:58
179.00;135.00;21.30;55.10;3.30;4.30;2.30;9.70;04/09/2021 16:37
85.00;179.00;34.90;35.60;1.90;6.00;2.00;0.90;19/10/2024 00:22
281.00;85.00;25.90;46.50;9.10;2.70;0.00;31.50;10/04/2021 06:05
133.00;281.00;33.90;50.20;2.60;5.70;1.50;5.00;16/06/2021 08:42
156.00;133.00;26.60;77.00;9.00;0.40;1.90;44.00;17/01/2021 22:22
157.00;156.00;31.00;38.50;1.90;6.00;3.50;1.70;11/11/2020 15:33
201.00;157.00;17.50;45.10;2.90;2.00;1.10;9.50;01/01/2021 08:26
225.00;201.00;26.40;66.80;1.90;11.30;5.90;0.00;27/05/2024 21:31
181.00;225.00;27.60;46.20;4.70;2.30;0.20;18.70;20/02/2025 05:58
108.00;181.00;30.90;94.00;14.50;0.70;0.00;117.50;05/11/2021 01:18
