Data Medicao;EVAPORACAO DO PICHE, DIARIA(mm);INSOLACAO TOTAL, DIARIO(h);PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MAXIMA, DIARIA(Â°C);TEMPERATURA MEDIA COMPENSADA, DIARIA(Â°C);TEMPERATURA MINIMA, DIARIA(Â°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA(%);VENTO, VELOCIDADE MEDIA DIARIA(m/s);UMIDADE DO SOLO ESTIMADA;MEDIA DIARIA DE VAZ�O
24/09/2010;0,3;1,7;16.5;21;16.7;15,2;87.8;81.0;1,5;8.184.745.762.711.860;
25/09/2010;0,7;1,2;1.5;20,9;16.6;13,3;83.8;71.0;3,9;7.142.045.454.545.450;132.0
26/09/2010;1,4;1,2;0.0;21,9;18.1;15;83.0;71.0;3,7;0.0;
27/09/2010;1,3;6,8;0.0;23,4;18.7;16;77.3;69.0;7,1;0.0;116.0
28/09/2010;2,3;0,1;0.0;20,4;18.1;17,2;88.3;78.0;3,8;0.0;
29/09/2010;1;3,2;0.3;25,9;20.0;15,7;68.0;50.0;3,7;0.9714285714285713;
30/09/2010;2,4;10,4;0.0;23,4;18.1;14,5;65.0;47.0;2,3;0.0;
01/10/2010;2,8;7;0.0;23,2;17.3;12,4;75.3;63.0;2,9;0.0;
02/10/2010;1,9;0,5;0.0;17,5;14.2;12,8;75.5;63.0;3,3;0.0;
03/10/2010;1;7,4;0.0;20,4;13.8;8,4;70.3;49.0;2,2;0.0;105.0
04/10/2010;2,2;1,4;0.0;23,2;17.9;12,8;73.8;62.0;0,6;0.0;
05/10/2010;1,8;9,9;0.0;26,7;19.1;12,9;74.3;55.0;2,4;0.0;
06/10/2010;2,1;7,9;0.0;28,9;20.9;14,2;71.8;55.0;2,4;0.0;
07/10/2010;2,2;0;12.5;21,2;17.3;15,6;86.8;75.0;2,7;592.896.174.863.388;86.0
08/10/2010;1,1;2,4;28.7;21,3;17.0;14,2;93.0;83.0;3,3;14.828.333.333.333.300;
09/10/2010;0,6;8,5;2.3;22,6;17.6;14,6;72.5;57.0;2,7;896.505.376.344.086;
10/10/2010;2,1;10,2;0.0;22;16.3;11,6;68.0;56.0;2,8;0.0;
11/10/2010;2,1;10,2;0.0;22,5;15.9;10,2;68.3;43.0;3,1;0.0;
12/10/2010;2,2;10,6;0.0;23,3;16.9;10,3;67.0;47.0;4,8;0.0;
13/10/2010;3;9,7;0.0;25,2;18.7;13,2;65.8;53.0;2,7;0.0;
14/10/2010;3,2;1;0.5;23,2;19.3;16,1;81.8;72.0;2;20.147.783.251.231.500;
15/10/2010;1,3;0;0.9;26,5;21.9;16,3;77.0;66.0;1;30.262.008.733.624.400;
16/10/2010;1,7;1,1;0.0;24,6;20.2;18,3;81.8;68.0;2,3;0.0;
17/10/2010;2;0;0.0;19,8;17.7;16,7;78.3;73.0;2,9;0.0;
18/10/2010;0,8;9,7;0.0;23,6;17.3;12;68.8;48.0;1,9;0.0;
19/10/2010;2,4;10,6;0.0;23,9;17.1;10,6;71.3;56.0;1,9;0.0;
20/10/2010;2,3;11,6;0.0;26,8;18.9;12,6;65.8;45.0;3;0.0;
21/10/2010;3,1;9,8;0.0;28,5;20.4;14,8;72.3;51.0;2,9;0.0;
22/10/2010;2,5;1,2;0.0;27,2;21.4;16,4;78.5;61.0;1,6;0.0;
23/10/2010;1,8;2,9;10.8;21,6;18.9;17,8;85.8;82.0;4,2;4.656.482.412.060.300;
24/10/2010;1,4;5,2;0.0;24,6;18.8;15,9;77.5;68.0;2,9;0.0;
25/10/2010;1,5;4,6;0.0;23,3;18.7;15;74.0;60.0;2,4;0.0;
26/10/2010;2,1;11,4;0.0;23,8;18.3;14,2;67.8;53.0;4,2;0.0;
27/10/2010;2,4;8,6;0.8;24,6;18.1;15,1;72.3;49.0;2,7;30.282.722.513.089.000;
28/10/2010;2,1;10;0.0;24,8;18.6;13,4;68.5;55.0;2,2;0.0;
29/10/2010;2,7;7,4;0.0;25,9;20.4;13,7;76.0;62.0;2,7;0.0;
30/10/2010;1,8;0,7;1.3;24,2;21.1;19,1;83.0;73.0;2,3;488.235.294.117.647;
31/10/2010;1,8;12,1;0.0;27;20.8;13,5;42.0;26.0;4,3;0.0;
01/11/2010;6,4;12,2;0.0;26;19.3;14,9;61.5;38.0;5,4;0.0;80.0
02/11/2010;3,6;11,8;0.0;27,2;19.2;13,7;57.5;35.0;3;0.0;
03/11/2010;3,6;12,1;0.0;29,8;21.3;13,3;47.8;41.0;2,3;0.0;
04/11/2010;4,5;11,9;0.0;34,6;25.8;16,2;44.0;31.0;3,2;0.0;
05/11/2010;5,5;0,2;0.6;26,9;20.0;17,4;83.5;46.0;2,6;23.857.142.857.142.800;
06/11/2010;1,1;9,1;0.0;25,6;18.7;14,1;72.5;65.0;3,6;0.0;
07/11/2010;2,4;12,3;0.0;31,8;23.2;13,3;50.8;35.0;3,3;0.0;
08/11/2010;5,7;12,3;0.0;35,8;27.2;19,3;53.5;37.0;2,1;0.0;
09/11/2010;5,6;5;0.0;32,4;21.4;14,7;85.0;63.0;2,9;0.0;
10/11/2010;1,8;10,8;24.4;22,3;16.1;11,1;66.3;45.0;3,2;9.460.350.877.192.980;
11/11/2010;2,6;10,8;0.0;22,1;15.9;12,5;67.8;55.0;1,6;0.0;
12/11/2010;2;7,8;0.0;22,2;16.0;10,4;67.5;52.0;2;0.0;85.0
13/11/2010;2,2;11,2;0.0;25,7;19.1;12,3;73.0;58.0;4,5;0.0;74.0
14/11/2010;2,6;8;0.0;26,9;21.2;16,7;73.5;60.0;2,7;0.0;62.0
15/11/2010;2,3;5,2;0.0;27,3;22.1;18,6;68.5;61.0;2,7;0.0;
16/11/2010;2,6;8,8;0.0;29,6;22.0;15,9;70.0;50.0;3;0.0;43.0
17/11/2010;2,8;10,4;0.0;28,5;22.3;17,1;68.8;42.0;2,7;0.0;58.0
18/11/2010;2,9;10,9;0.0;27,8;21.4;16,8;71.3;50.0;1,5;0.0;
19/11/2010;2,8;10,5;0.0;28,4;21.4;15,2;64.3;48.0;3,8;0.0;59.0
20/11/2010;3,2;9;0.0;29,2;21.3;17,2;69.3;48.0;2,7;0.0;60.0
21/11/2010;3,5;5,5;0.0;29,4;23.2;18,1;77.0;67.0;2,7;0.0;
22/11/2010;2;3;2.3;26,5;22.2;20,8;80.8;69.0;4,6;8.010.344.827.586.200;67.0
23/11/2010;1,6;0,7;0.0;26,4;21.8;19,2;70.0;59.0;3,1;0.0;
24/11/2010;2,2;0;18.9;20,7;19.0;17,8;93.8;73.0;2,9;8.864.099.999.999.990;
25/11/2010;0,4;1,8;7.6;25,1;20.6;16,9;86.3;74.0;2,6;30.364.814.814.814.800;
26/11/2010;0,9;7;12.4;26,6;21.5;18,9;80.3;65.0;2,5;44.254.222.222.222.200;
27/11/2010;1,4;10,5;0.1;31;22.5;16,7;77.0;56.0;1,8;0.32765957446808514;
28/11/2010;2,4;7;0.0;28,7;22.4;17,3;81.3;69.0;2;0.0;
29/11/2010;1,4;0,8;4.6;23,5;20.6;19,1;89.8;86.0;0,9;1.912.407.407.407.400;
30/11/2010;1;10,8;1.2;27,5;21.4;18,3;67.0;51.0;1,5;3.589.285.714.285.710;
01/12/2010;2,7;12,2;0.0;30;21.8;15,1;61.0;36.0;2,7;0.0;60.0
02/12/2010;4,4;8,1;0.0;29,5;24.9;21,4;74.5;57.0;1,8;0.0;
03/12/2010;2,4;6,6;2.5;31,2;24.6;21,2;74.3;64.0;2,3;7.255.859.375;56.0
04/12/2010;3,5;0,6;0.0;24,5;21.4;19;78.0;69.0;0,8;0.0;58.0
05/12/2010;2;6,9;0.6;27,6;22.1;18,8;78.0;59.0;1,4;20.259.740.259.740.200;
06/12/2010;2,7;12;0.2;27,5;21.9;17,3;69.3;54.0;4,4;0.6052401746724891;66.0
07/12/2010;3,3;11,2;0.0;32,5;26.6;20,2;66.8;55.0;1,7;0.0;
08/12/2010;4;7,8;0.0;31,1;24.6;21,8;79.5;71.0;2,6;0.0;
09/12/2010;2,4;11,6;16.9;27,9;20.9;15,9;65.8;47.0;2,5;50.777.168.949.771.600;
10/12/2010;3,7;12,1;0.0;33,6;24.9;16,7;59.0;40.0;1,9;0.0;
11/12/2010;4;0;6.1;29;25.1;20,5;78.0;66.0;1,9;1.822.988.505.747.120;
12/12/2010;2,5;0;0.0;26,7;20.3;16,9;85.3;67.0;2,6;0.0;
13/12/2010;1,5;7,4;13.5;22,4;16.1;12,5;69.3;48.0;1,6;54.710.526.315.789.400;97.0
14/12/2010;2,5;12,7;0.0;27,6;20.1;12,2;59.3;44.0;2;0.0;
15/12/2010;3,6;12,6;0.0;27,9;21.4;14,3;65.8;48.0;3,4;0.0;
16/12/2010;3,8;8,4;0.0;27,4;22.4;16,9;74.8;63.0;5,7;0.0;
17/12/2010;2,4;5,2;0.0;31,7;25.1;21;78.8;60.0;2;0.0;
18/12/2010;1,9;10,4;0.0;33,8;25.5;20,3;76.8;63.0;1,9;0.0;
19/12/2010;2,8;9,4;0.0;30,5;24.9;21,8;81.5;66.0;2,7;0.0;49.0
20/12/2010;1,9;2,4;5.5;30,1;24.8;22,2;83.0;65.0;1,4;176.937.984.496.124;
21/12/2010;1,6;10,4;2.2;29,5;24.6;22,6;78.5;64.0;1,8;674.609.375;
22/12/2010;2,2;7;0.0;29,5;24.2;21,2;76.5;64.0;1,6;0.0;51.0
23/12/2010;2,6;12,4;0.0;32,2;25.5;21;75.3;58.0;3,4;0.0;43.0
24/12/2010;3,3;9,9;0.0;35,5;28.6;22,8;69.0;58.0;1,4;0.0;22.0
25/12/2010;3,9;4,9;42.1;30,8;25.3;22,1;82.0;68.0;1,9;13.126.235.741.444.800;
26/12/2010;1,5;11,6;3.3;33,4;24.8;18,7;70.8;44.0;2,2;9.055.813.953.488.370;45.0
27/12/2010;3,3;12,3;0.0;30,2;23.8;18,7;71.3;53.0;2,3;0.0;
28/12/2010;3,1;12,4;0.0;30,1;23.5;17,3;64.5;47.0;4,1;0.0;47.0
29/12/2010;3,1;11,9;0.0;29,9;23.6;18,9;71.0;56.0;3,1;0.0;
30/12/2010;3,2;12;0.0;29,5;23.6;19,4;74.8;62.0;3,6;0.0;
31/12/2010;3;11,1;0.0;28,9;23.8;19,6;73.3;58.0;5,1;0.0;
01/01/2011;2,8;8,6;0.0;30,4;24.8;20,8;70.8;55.0;2,8;0.0;45.0
02/01/2011;2,7;6,1;0.0;30,4;24.4;21,4;78.0;58.0;2,8;0.0;
03/01/2011;2,5;2,8;0.0;27,3;23.7;22,2;85.5;73.0;3,1;0.0;
04/01/2011;1,3;5,6;1.0;31,6;25.6;21,8;78.5;66.0;1,9;2.951.127.819.548.870;
05/01/2011;2,3;8,1;0.1;35,5;27.3;22,2;78.5;59.0;3,4;0.27738515901060073;
06/01/2011;1,8;7,2;17.4;34;27.3;23,6;80.3;62.0;1,2;4.937.173.144.876.320;
07/01/2011;2;10,2;1.5;33,8;27.3;22,2;77.5;66.0;2,2;4.107.773.851.590.100;33.0
08/01/2011;2,6;8,8;0.0;36,5;27.5;23,4;77.5;53.0;1,8;0.0;
09/01/2011;2,3;6,5;4.7;32;26.8;22,4;82.5;78.0;1,9;13.947.841.726.618.700;
10/01/2011;2;9,8;0.0;30,6;25.7;22,9;73.8;60.0;4,1;0.0;46.0
11/01/2011;2,7;7;0.0;30,6;24.8;21,8;84.0;73.0;4;0.0;
12/01/2011;1,8;6,5;43.4;30,5;23.9;21;80.3;57.0;1,6;13.996.064.257.028.100;33.0
13/01/2011;2,5;6,8;0.0;29,2;24.3;21,2;84.8;80.0;2,7;0.0;
14/01/2011;1,5;8,7;37.6;32,8;26.1;21;77.8;65.0;3,1;10.794.391.143.911.400;34.0
15/01/2011;2;5,9;0.0;32;25.6;23,2;79.0;64.0;2,5;0.0;
16/01/2011;2,3;9;0.0;36,7;28.2;22,2;71.0;50.0;2,4;0.0;
17/01/2011;3,1;8,6;1.4;34,8;27.9;24,4;73.0;59.0;4,8;3.536.332.179.930.790;19.0
18/01/2011;2,2;2;5.3;28;24.4;23;90.5;81.0;2,4;18.883.858.267.716.500;
19/01/2011;0,8;9,2;2.1;30,8;25.6;21,6;82.0;70.0;2,4;6.473.684.210.526.310;
20/01/2011;1,9;5,5;0.0;31,4;25.8;22,2;77.0;60.0;3,5;0.0;
21/01/2011;1,9;8,2;0.0;30,2;25.2;21,8;75.8;64.0;3,6;0.0;
22/01/2011;2,3;0,5;0.2;25,3;23.9;23,2;92.3;80.0;2,1;0.7413654618473896;
23/01/2011;0,6;6,1;17.1;30,2;25.0;22,4;86.0;71.0;2,6;5.656.153.846.153.840;44.0
24/01/2011;1,3;8,6;2.3;32,9;26.6;22;79.0;62.0;2,2;6.583.333.333.333.330;
25/01/2011;2;8,1;0.0;32,4;27.2;22,8;83.0;80.0;1,9;0.0;
26/01/2011;1,8;7,8;1.5;35,4;28.2;24;72.8;56.0;2,6;373.972.602.739.726;36.0
27/01/2011;2,5;11,7;0.1;34,7;28.2;24,2;74.3;57.0;2,6;0.25445205479452054;
28/01/2011;3,6;6,2;0.0;32,8;28.1;25,4;79.0;74.0;1,9;0.0;
29/01/2011;2,3;5,2;0.0;32,8;27.8;26;77.3;72.0;3,2;0.0;
30/01/2011;2,1;10,5;0.0;31,8;25.7;21,8;75.3;62.0;2,6;0.0;
31/01/2011;2,3;11;0.0;35,3;28.0;21,4;70.8;55.0;1,8;0.0;
01/02/2011;2,9;5,1;17.4;29,3;25.0;23,3;78.5;65.0;4;5.253.461.538.461.530;
02/02/2011;2,5;10,8;0.1;28,7;23.7;19,2;71.3;62.0;3,7;0.28866396761133606;
03/02/2011;1,8;11,9;0.0;32,8;25.5;18,6;74.0;58.0;3,3;0.0;43.0
04/02/2011;2,8;9;0.0;36,8;28.4;23,3;72.5;51.0;1,4;0.0;
05/02/2011;2,8;8,8;0.0;35,5;28.1;23,8;70.0;58.0;3,2;0.0;
06/02/2011;2,4;7,6;2.5;31,1;26.7;25;79.5;68.0;3,3;7.175.090.252.707.580;
07/02/2011;2,9;3,1;0.0;29,9;25.2;22,2;83.3;74.0;3;0.0;
08/02/2011;1,2;1,8;6.1;30,2;26.7;23,6;85.8;81.0;3;1.889.458.483.754.510;
09/02/2011;1,7;4,4;5.7;30,2;26.5;23;85.0;74.0;1,8;17.618.181.818.181.800;
10/02/2011;1,1;0,9;45.7;27,2;24.0;22,6;84.5;77.0;1,4;154.466;
11/02/2011;1;4,8;1.3;27,7;23.8;20,4;78.0;75.0;3,1;4.088.709.677.419.350;70.0
12/02/2011;1,8;0,1;2.7;25,2;23.4;21,4;96.5;80.0;1,3;1.067.827.868.852.450;
13/02/2011;0,2;2;24.4;27,7;23.8;21,8;85.5;85.0;1;8.412.096.774.193.540;
14/02/2011;0,9;10,9;2.9;29,1;23.0;18,5;74.8;62.0;4;9.038.333.333.333.330;79.0
15/02/2011;2;11,4;0.0;28,3;22.4;18,1;69.5;57.0;3,4;0.0;
16/02/2011;3,1;7,3;0.0;29,6;24.5;20,5;75.8;57.0;3,2;0.0;68.0
17/02/2011;1,9;11;0.0;31,8;26.3;23,2;78.8;66.0;4,5;0.0;58.0
18/02/2011;2,4;10,6;0.0;32,3;26.1;22,2;79.5;62.0;2,6;0.0;
19/02/2011;1,7;7,6;0.0;31,6;25.2;22,1;86.0;71.0;2,6;0.0;
20/02/2011;1,8;8;0.0;31,4;26.5;23,7;81.3;68.0;4,2;0.0;65.0
21/02/2011;1,5;5,2;1.5;29,9;25.9;22,6;81.0;75.0;2,2;4.516.728.624.535.310;
22/02/2011;1,6;4,4;1.0;29,1;24.8;22,6;83.8;73.0;2,6;3.248.062.015.503.870;
23/02/2011;1,4;5,3;0.0;28,7;23.9;21,7;86.3;75.0;2,6;0.0;
24/02/2011;1,3;5,9;5.0;31,8;25.8;21,8;85.5;71.0;3,5;15.951.492.537.313.400;
25/02/2011;1,7;3,8;0.6;32,8;26.2;23,2;84.3;66.0;1,4;18.595.588.235.294.100;
26/02/2011;1,6;0,5;1.1;27,1;23.9;22,6;88.5;84.0;3,1;3.909.638.554.216.860;
27/02/2011;1;9,4;1.5;29,9;23.5;19,2;76.3;54.0;3,9;4.671.428.571.428.570;
28/02/2011;2,1;10,4;0.0;29,6;23.1;18,1;71.3;53.0;3;0.0;
01/03/2011;2,5;10;0.0;27,9;22.6;18,9;71.5;57.0;5,8;0.0;
02/03/2011;3,4;10,2;0.0;28,5;22.8;18,8;69.5;55.0;4,8;0.0;
03/03/2011;2,9;10,7;0.0;29,5;23.7;20;67.8;54.0;4,5;0.0;
04/03/2011;3,1;10,6;0.0;30,1;23.3;18,8;74.5;53.0;3,4;0.0;
05/03/2011;2,5;10,2;0.0;27,9;22.9;19,9;78.3;70.0;6,1;0.0;
06/03/2011;2,3;10,4;0.0;29,1;23.3;19;73.8;54.0;2,7;0.0;44.0
07/03/2011;2,6;10,2;0.0;31,7;24.7;20,6;71.8;52.0;2,7;0.0;
08/03/2011;3;8,1;0.0;31,4;24.1;19,6;78.3;61.0;3,3;0.0;
09/03/2011;2,5;7,2;0.0;31,5;25.2;21,8;79.0;62.0;2,1;0.0;
10/03/2011;2,2;4,2;0.0;31,3;24.8;22,5;85.3;68.0;2,1;0.0;
11/03/2011;2;0,1;12.5;26,9;24.1;22,1;85.0;79.0;3,2;42.330.677.290.836.600;
12/03/2011;1,7;5,4;0.6;31,8;25.6;22,2;78.5;64.0;1,9;17.706.766.917.293.200;10.0
13/03/2011;1,8;8,9;0.0;33,5;25.2;21,8;70.5;59.0;2,6;0.0;21.0
14/03/2011;3,3;2,1;0.0;25,8;20.9;19;69.0;57.0;3,2;0.0;
15/03/2011;2,2;8,6;0.0;26;20.3;14,5;75.8;64.0;2,6;0.0;
16/03/2011;1,8;10,1;0.0;30,7;22.8;18;74.8;52.0;1,5;0.0;
17/03/2011;2,6;10,6;0.0;33,6;24.9;18,8;67.5;49.0;2,6;0.0;
18/03/2011;3,3;0,3;15.2;25;21.7;20,6;94.0;73.0;2;6.294.273.127.753.300;
19/03/2011;0,6;10;2.7;26,6;19.6;14,6;68.3;56.0;1,9;8.951.941.747.572.810;
20/03/2011;2,7;10,3;0.0;28,5;21.0;15;68.5;53.0;4,3;0.0;
21/03/2011;3;10,4;0.0;30,3;23.0;17,4;71.8;52.0;2,1;0.0;24.0
22/03/2011;2,7;10,5;0.0;33,2;24.0;14,1;74.5;56.0;1;0.0;
23/03/2011;3;10,2;0.0;34;26.5;20;65.8;50.0;3,8;0.0;
24/03/2011;4,4;2,4;0.0;27,9;24.1;22;85.0;74.0;2,7;0.0;
25/03/2011;0,9;0,2;13.7;24;21.5;20,7;90.3;81.0;3,7;5.498.266.666.666.660;41.0
26/03/2011;1;1,8;15.6;27,3;23.2;20,8;92.3;87.0;3,3;59.499.173.553.719.000;
27/03/2011;1;0;5.1;25;21.2;19,8;92.0;84.0;1,3;21.135.135.135.135.100;
28/03/2011;0,6;0,2;13.4;22,3;20.5;19,3;89.8;91.0;2,2;55.968.372.093.023.200;
29/03/2011;1,1;3,8;3.5;24,3;20.2;17,7;74.8;62.0;2,4;12.349.056.603.773.500;
30/03/2011;2,4;7,6;0.8;28,3;21.7;18,1;79.5;65.0;1,1;2.801.762.114.537.440;
31/03/2011;2,2;9,7;0.0;30,2;23.0;18;76.3;61.0;1,9;0.0;
01/04/2011;2,5;3,1;0.3;28,5;23.1;19,8;84.8;73.0;1,2;10.556.016.597.510.300;58.0
02/04/2011;1,2;6,9;2.3;28,4;23.0;21,2;82.5;61.0;2,6;7.906.249.999.999.990;63.0
03/04/2011;1,4;8,1;0.0;28,5;21.5;17,7;78.3;54.0;1,4;0.0;
04/04/2011;2,1;9,5;0.0;29,3;20.7;15,7;80.5;58.0;2,4;0.0;
05/04/2011;2,2;7;3.9;26,5;20.1;16,1;87.3;69.0;1,2;16.136.018.957.345.900;
06/04/2011;1,1;9,5;0.7;27;19.9;14,3;69.0;48.0;1,7;2.311.004.784.688.990;70.0
07/04/2011;2,7;8,8;0.0;27,7;20.2;15,1;71.0;56.0;2,9;0.0;
08/04/2011;2,3;4,6;0.0;27;19.3;14,9;81.8;57.0;2,5;0.0;
09/04/2011;1,7;3,8;12.5;25,3;19.9;17,1;85.5;74.0;1,3;5.113.636.363.636.360;
10/04/2011;1,2;5,3;0.2;27,5;20.8;17,2;86.5;74.0;2,8;0.7935779816513762;
11/04/2011;1,3;8;0.0;28,4;21.5;17,3;78.3;59.0;1,3;0.0;
12/04/2011;1,9;3,1;0.0;27,4;21.9;17,3;81.8;69.0;1;0.0;
13/04/2011;1,8;7,2;0.0;29,7;23.5;19;77.0;62.0;2,7;0.0;
14/04/2011;2,3;0;10.3;24,1;20.6;19,2;95.5;81.0;2;45.539.351.851.851.800;56.0
15/04/2011;1;0,3;37.6;26,9;21.5;17,9;89.3;75.0;1,5;1.492.302.222.222.220;
16/04/2011;1;0,1;4.4;22,5;19.5;17,3;91.0;88.0;2,6;19.531.707.317.073.100;
17/04/2011;0,8;5,3;4.4;30,4;23.0;18,1;84.8;67.0;3,8;15.546.666.666.666.600;
18/04/2011;1,5;0;7.0;22,8;19.2;18;84.0;76.0;1,1;2.910.891.089.108.910;
19/04/2011;1;2,9;0.0;22,9;18.6;13,9;78.8;72.0;3,1;0.0;
20/04/2011;1,6;8,6;0.0;31,6;23.2;16,3;80.5;63.0;2,2;0.0;77.0
21/04/2011;1,9;4,7;6.6;26,1;20.7;17;84.3;63.0;3,1;2.563.963.133.640.550;
22/04/2011;1,5;7;0.0;31,6;22.5;19,2;85.8;62.0;2,1;0.0;80.0
23/04/2011;1,5;0;77.2;22,8;19.9;18,7;89.3;88.0;1,9;3.298.545.454.545.450;
24/04/2011;0,7;8,3;5.3;23,2;16.3;11,3;76.0;60.0;1,8;23.283.236.994.219.600;
25/04/2011;1,7;8,1;0.0;24,5;16.4;11,9;76.8;48.0;2,7;0.0;
26/04/2011;1,8;8;0.0;25;16.9;11,1;81.0;58.0;2,1;0.0;
27/04/2011;1,4;8,4;0.0;27,2;19.4;13,9;81.5;54.0;2,6;0.0;
28/04/2011;2;7,8;0.0;27,9;20.7;16;78.5;58.0;2,5;0.0;82.0
29/04/2011;2;8,3;0.0;27,6;20.1;15,3;85.0;64.0;1,9;0.0;
30/04/2011;1,2;0;0.0;22,5;19.7;18;89.5;80.0;2;0.0;77.0
01/05/2011;0,4;3,8;0.5;22,2;18.2;16,5;77.3;71.0;6,1;20.130.208.333.333.300;
02/05/2011;2,3;0;0.0;16,8;15.1;14,3;90.0;75.0;5;0.0;
03/05/2011;0,3;2,9;29.7;20,3;15.3;11,9;87.3;74.0;1,9;1.590.680.981.595.090;
04/05/2011;0,9;5,7;0.0;23,1;16.1;11,6;86.3;67.0;2;0.0;
05/05/2011;1,6;8;0.2;23,7;17.2;12;75.3;56.0;4,1;0.8274725274725275;
06/05/2011;1,7;7,2;0.0;23,4;16.9;12,7;78.0;68.0;2,3;0.0;
07/05/2011;1,5;7,9;0.0;24,6;16.4;10,6;80.8;61.0;2,2;0.0;
08/05/2011;1,2;0,7;0.0;20,7;17.2;13,5;90.0;86.0;0,7;0.0;
09/05/2011;0,8;5,8;0.1;22,2;16.4;14,3;78.5;59.0;2,1;0.4511494252873564;
10/05/2011;1,5;0;0.0;20,7;17.0;13,1;88.0;81.0;2,1;0.0;
11/05/2011;0,4;1,2;0.0;21,8;18.7;15,6;92.3;82.0;1,9;0.0;
12/05/2011;0,7;4,9;0.0;23,6;17.8;16,1;86.0;62.0;2,6;0.0;
13/05/2011;0,8;3;0.2;21,6;16.9;15;86.5;70.0;3;0.9664804469273744;
14/05/2011;1;0;0.0;20,7;16.6;14,1;88.3;82.0;2,8;0.0;
15/05/2011;0,7;2,1;3.0;20;15.8;14,2;93.0;90.0;4;16.607.142.857.142.800;
16/05/2011;0,5;6,2;3.8;21,8;15.4;12,9;79.5;53.0;2,6;18.420.731.707.317.000;
17/05/2011;1,6;2,4;0.0;19,9;13.7;10;87.3;73.0;2;0.0;73.0
18/05/2011;0,6;5,2;3.3;22,3;14.9;10,3;85.8;63.0;2,2;1.780.754.716.981.130;
19/05/2011;1;7,3;0.0;24,3;15.9;9,8;85.8;65.0;1,8;0.0;62.0
20/05/2011;1,8;6,9;0.0;25,8;18.0;13,5;83.8;62.0;1,1;0.0;
21/05/2011;1,1;6,4;0.0;25,9;18.9;14;81.3;56.0;2,7;0.0;
22/05/2011;1,9;6,4;0.0;26,9;20.0;13,8;72.8;54.0;2;0.0;56.0
23/05/2011;2;0;5.4;22,1;18.7;17,3;91.8;77.0;3,1;25.163.451.776.649.700;
24/05/2011;0,4;2,4;0.1;23,8;18.7;15,3;87.5;78.0;1,8;0.44416243654822335;
25/05/2011;1;3,6;1.0;28,3;21.3;18,8;74.8;53.0;6;33.542.600.896.860.900;
26/05/2011;2,4;1,1;1.1;22,5;16.2;14,4;90.3;75.0;1,8;5.775;
27/05/2011;0,6;2,5;0.7;19,3;14.4;12,3;78.5;59.0;1,8;3.568.181.818.181.810;
28/05/2011;0;6;1.0;20,5;14.5;10;73.8;55.0;2,7;4.761.290.322.580.640;
29/05/2011;2;3,4;0.0;20,5;14.3;11,3;78.3;54.0;1,4;0.0;
30/05/2011;1,6;7,4;0.0;20,7;13.8;10,3;76.0;53.0;1,6;0.0;
31/05/2011;1,6;2;0.0;19,1;14.3;10,2;83.0;67.0;2;0.0;
01/06/2011;1;4,4;0.0;18,5;13.0;10,9;88.8;67.0;1,2;0.0;
02/06/2011;1;6,1;0.2;20,4;13.5;8,2;85.5;62.0;1,6;11.793.103.448.275.800;54.0
03/06/2011;0,8;0,4;0.0;17,5;14.2;10,6;83.3;75.0;2,8;0.0;62.0
04/06/2011;1,4;7;0.0;15,2;11.1;8;65.8;53.0;1,6;0.0;
05/06/2011;2,2;7,2;0.0;18,5;10.6;5,2;85.0;60.0;2,8;0.0;71.0
06/06/2011;0,6;7,4;0.0;21,5;13.1;7,4;72.0;49.0;1,5;0.0;
07/06/2011;2,3;0;4.5;15,1;13.4;12,3;97.3;73.0;3,3;30.406.249.999.999.900;
08/06/2011;0,2;5;21.6;16,4;12.3;10,6;85.3;65.0;3,3;13.853.233.082.706.700;82.0
09/06/2011;1;6,8;0.0;17,9;12.6;9,2;80.5;59.0;1,8;0.0;
10/06/2011;1,3;7,1;0.0;18,5;12.3;9,2;82.0;59.0;2,7;0.0;
11/06/2011;1,3;4,4;0.0;20,1;12.5;8,2;79.0;55.0;1;0.0;63.0
12/06/2011;1,3;7,1;0.0;23,6;14.1;8;80.5;52.0;0,4;0.0;62.0
13/06/2011;1,8;5,7;0.0;21,7;14.9;12,3;78.8;64.0;2,5;0.0;
14/06/2011;1,2;6,7;0.0;19,3;12.2;6,8;79.5;57.0;2,9;0.0;72.0
15/06/2011;1,7;3,1;0.0;23,3;16.0;11,9;77.0;56.0;1,8;0.0;
16/06/2011;1,3;7,5;0.0;25,3;17.3;11,3;69.0;46.0;2,1;0.0;54.0
17/06/2011;2,6;0;0.0;18;15.3;12,8;92.5;73.0;2,2;0.0;
18/06/2011;0;0;14.8;17,9;16.5;14,6;93.5;92.0;3,5;7.907.428.571.428.570;
19/06/2011;0,9;0,6;0.0;26,7;19.8;16,2;88.0;65.0;1,7;0.0;57.0
20/06/2011;0,8;0;4.8;23,3;19.9;18,8;91.5;81.0;1,3;21.014.354.066.985.600;
21/06/2011;0,8;0;43.6;19,3;17.0;16,3;91.3;91.0;3,2;22.114.888.888.888.800;
22/06/2011;0,9;3,9;0.3;20,3;16.8;15,1;83.8;73.0;4,7;14.123.595.505.617.900;
